序号,城市,时间,AQI指数,空气质量级别,首要污染物
1,北京市,2014-09-07 00:00,205,重度污染,PM2.5
2,天津市,2014-09-07 00:00,140,轻度污染,PM2.5
3,石家庄市,2014-09-07 00:00,110,轻度污染,PM2.5
4,唐山市,2014-09-07 00:00,244,重度污染,PM2.5
5,秦皇岛市,2014-09-07 00:00,67,良,PM10,PM2.5
6,邯郸市,2014-09-07 00:00,102,轻度污染,PM2.5
7,邢台市,2014-09-07 00:00,80,良,PM10
8,保定市,2014-09-07 00:00,158,中度污染,PM2.5
9,承德市,2014-09-07 00:00,104,轻度污染,PM2.5
10,沧州市,2014-09-07 00:00,138,轻度污染,PM2.5
11,廊坊市,2014-09-07 00:00,155,中度污染,PM2.5
12,衡水市,2014-09-07 00:00,130,轻度污染,PM2.5
13,张家口市,2014-09-07 00:00,90,良,PM2.5
14,太原市,2014-09-07 00:00,93,良,PM2.5
15,大同市,2014-09-07 00:00,135,轻度污染,PM2.5
16,阳泉市,2014-09-07 00:00,140,轻度污染,PM10
17,长治市,2014-09-07 00:00,72,良,PM2.5
18,临汾市,2014-09-07 00:00,75,良,PM2.5
19,呼和浩特市,2014-09-07 00:00,73,良,PM2.5
20,包头市,2014-09-07 00:00,120,轻度污染,PM2.5
21,赤峰市,2014-09-07 00:00,98,良,PM10
22,鄂尔多斯市,2014-09-07 00:00,45,优,None
23,沈阳市,2014-09-07 00:00,120,轻度污染,PM2.5
24,大连市,2014-09-07 00:00,113,轻度污染,PM2.5
25,鞍山市,2014-09-07 00:00,105,轻度污染,PM2.5
26,抚顺市,2014-09-07 00:00,69,良,PM10
27,本溪市,2014-09-07 00:00,76,良,PM10
28,丹东市,2014-09-07 00:00,124,轻度污染,PM2.5
29,锦州市,2014-09-07 00:00,152,中度污染,PM2.5
30,营口市,2014-09-07 00:00,59,良,PM2.5
31,盘锦市,2014-09-07 00:00,120,轻度污染,PM2.5
32,葫芦岛市,2014-09-07 00:00,84,良,PM10
33,长春市,2014-09-07 00:00,160,中度污染,PM10
34,吉林市,2014-09-07 00:00,67,良,PM10
35,哈尔滨市,2014-09-07 00:00,52,良,PM10
36,齐齐哈尔市,2014-09-07 00:00,44,优,None
37,大庆市,2014-09-07 00:00,55,良,PM10
38,牡丹江市,2014-09-07 00:00,57,良,PM2.5
39,上海市,2014-09-07 00:00,42,优,None
40,南京市,2014-09-07 00:00,80,良,PM2.5
41,无锡市,2014-09-07 00:00,53,良,PM2.5
42,徐州市,2014-09-07 00:00,77,良,PM10
43,常州市,2014-09-07 00:00,61,良,PM10
44,苏州市,2014-09-07 00:00,55,良,PM2.5
45,南通市,2014-09-07 00:00,49,优,None
46,连云港市,2014-09-07 00:00,51,良,PM10
47,淮安市,2014-09-07 00:00,52,良,PM2.5
48,盐城市,2014-09-07 00:00,49,优,None
49,扬州市,2014-09-07 00:00,49,优,None
50,镇江市,2014-09-07 00:00,59,良,PM2.5
51,泰州市,2014-09-07 00:00,55,良,PM2.5
52,宿迁市,2014-09-07 00:00,64,良,PM2.5
53,杭州市,2014-09-07 00:00,53,良,PM2.5
54,宁波市,2014-09-07 00:00,50,优,None
55,温州市,2014-09-07 00:00,36,优,None
56,嘉兴市,2014-09-07 00:00,60,良,PM2.5
57,湖州市,2014-09-07 00:00,72,良,PM2.5
58,金华市,2014-09-07 00:00,85,良,PM2.5
59,衢州市,2014-09-07 00:00,67,良,PM2.5
60,舟山市,2014-09-07 00:00,30,优,None
61,台州市,2014-09-07 00:00,41,优,None
62,丽水市,2014-09-07 00:00,57,良,PM10,PM2.5
63,绍兴市,2014-09-07 00:00,54,良,PM2.5
64,合肥市,2014-09-07 00:00,150,轻度污染,PM2.5
65,芜湖市,2014-09-07 00:00,80,良,PM10
66,马鞍山市,2014-09-07 00:00,108,轻度污染,PM2.5
67,福州市,2014-09-07 00:00,35,优,None
68,厦门市,2014-09-07 00:00,29,优,None
69,泉州市,2014-09-07 00:00,26,优,None
70,南昌市,2014-09-07 00:00,98,良,PM2.5
71,九江市,2014-09-07 00:00,99,良,PM10
72,济南市,2014-09-07 00:00,149,轻度污染,PM2.5
73,青岛市,2014-09-07 00:00,46,优,None
74,淄博市,2014-09-07 00:00,163,中度污染,PM2.5
75,枣庄市,2014-09-07 00:00,98,良,PM2.5
